job_id,skill,skill_category,skill_level
AYGRU244U236,SQL,Programming,Intermediate
2I4KT4QXARTR,NLP,ML,Intermediate
2I4KT4QXARTR,R,Programming,Basic
2I4KT4QXARTR,Scikit-learn,ML,Basic
2I4KT4QXARTR,PyTorch,ML,Basic
2I4KT4QXARTR,AWS,Cloud,Intermediate
2I4KT4QXARTR,TensorFlow,ML,Intermediate
S92NU8BL8DGX,SQL,Programming,Advanced
S92NU8BL8DGX,NLP,ML,Intermediate
S92NU8BL8DGX,GCP,Cloud,Basic
KKD2D96IK7ZI,R,Programming,Advanced
KKD2D96IK7ZI,NLP,ML,Basic
KKD2D96IK7ZI,AWS,Cloud,Advanced
KKD2D96IK7ZI,SQL,Programming,Advanced
KKD2D96IK7ZI,Python,Programming,Advanced
LUSSH1Z97YTX,Computer Vision,ML,Advanced
LUSSH1Z97YTX,AWS,Cloud,Basic
LUSSH1Z97YTX,R,Programming,Intermediate
LUSSH1Z97YTX,GCP,Cloud,Advanced
Y7V62CUP5RB9,PyTorch,ML,Intermediate
Y7V62CUP5RB9,Azure,Cloud,Advanced
Y7V62CUP5RB9,NLP,ML,Advanced
Y7V62CUP5RB9,AWS,Cloud,Basic
WE7GJ81DL87X,GCP,Cloud,Basic
WE7GJ81DL87X,Azure,Cloud,Basic
WE7GJ81DL87X,PyTorch,ML,Advanced
WE7GJ81DL87X,TensorFlow,ML,Intermediate
WE7GJ81DL87X,Computer Vision,ML,Intermediate
WE7GJ81DL87X,Python,Programming,Advanced
QNCK49E6SS3W,Python,Programming,Advanced
QNCK49E6SS3W,GCP,Cloud,Basic
QNCK49E6SS3W,Scikit-learn,ML,Intermediate
QNCK49E6SS3W,SQL,Programming,Advanced
MRIXPTKD26A1,Scikit-learn,ML,Advanced
MRIXPTKD26A1,PyTorch,ML,Advanced
MRIXPTKD26A1,NLP,ML,Advanced
MRIXPTKD26A1,GCP,Cloud,Advanced
IFJJFMJ73LXV,TensorFlow,ML,Basic
IFJJFMJ73LXV,Azure,Cloud,Basic
IFJJFMJ73LXV,AWS,Cloud,Advanced
IFJJFMJ73LXV,PyTorch,ML,Basic
IFJJFMJ73LXV,SQL,Programming,Intermediate
CQEKIU6BXHNZ,Computer Vision,ML,Advanced
CQEKIU6BXHNZ,PyTorch,ML,Advanced
CQEKIU6BXHNZ,SQL,Programming,Intermediate
BMM3UXPAENDU,Computer Vision,ML,Basic
BMM3UXPAENDU,GCP,Cloud,Advanced
BMM3UXPAENDU,PyTorch,ML,Basic
BMM3UXPAENDU,R,Programming,Intermediate
BMM3UXPAENDU,Azure,Cloud,Advanced
TL0KJYZHGS50,TensorFlow,ML,Intermediate
TL0KJYZHGS50,Azure,Cloud,Intermediate
TL0KJYZHGS50,Computer Vision,ML,Intermediate
TL0KJYZHGS50,SQL,Programming,Basic
1OT0AW2059ZY,SQL,Programming,Advanced
1OT0AW2059ZY,R,Programming,Basic
1OT0AW2059ZY,NLP,ML,Intermediate
1OT0AW2059ZY,GCP,Cloud,Advanced
1OT0AW2059ZY,TensorFlow,ML,Intermediate
WSQPIZL7TD04,GCP,Cloud,Intermediate
WSQPIZL7TD04,Azure,Cloud,Intermediate
WSQPIZL7TD04,AWS,Cloud,Basic
WSQPIZL7TD04,SQL,Programming,Basic
B94LJQ22AJXF,AWS,Cloud,Advanced
B94LJQ22AJXF,TensorFlow,ML,Intermediate
B94LJQ22AJXF,GCP,Cloud,Basic
B94LJQ22AJXF,Scikit-learn,ML,Advanced
J5T2PX2DOJ4W,PyTorch,ML,Basic
J5T2PX2DOJ4W,GCP,Cloud,Basic
J5T2PX2DOJ4W,SQL,Programming,Intermediate
J5T2PX2DOJ4W,Scikit-learn,ML,Advanced
4PX7FDMT3Q13,Azure,Cloud,Advanced
4PX7FDMT3Q13,PyTorch,ML,Advanced
4PX7FDMT3Q13,R,Programming,Basic
4PX7FDMT3Q13,AWS,Cloud,Advanced
4PX7FDMT3Q13,Computer Vision,ML,Basic
FJKA4D9LVRO6,Python,Programming,Intermediate
FJKA4D9LVRO6,Computer Vision,ML,Advanced
FJKA4D9LVRO6,NLP,ML,Basic
FJKA4D9LVRO6,Scikit-learn,ML,Advanced
FJKA4D9LVRO6,SQL,Programming,Advanced
PLYW0BDFFE1O,Scikit-learn,ML,Basic
PLYW0BDFFE1O,SQL,Programming,Basic
PLYW0BDFFE1O,Computer Vision,ML,Advanced
PLYW0BDFFE1O,Python,Programming,Advanced
PLYW0BDFFE1O,AWS,Cloud,Intermediate
PLYW0BDFFE1O,TensorFlow,ML,Advanced
4MS4H2PGXJEQ,Computer Vision,ML,Basic
4MS4H2PGXJEQ,PyTorch,ML,Advanced
4MS4H2PGXJEQ,TensorFlow,ML,Advanced
F5YB35O0AQT1,SQL,Programming,Advanced
F5YB35O0AQT1,PyTorch,ML,Advanced
F5YB35O0AQT1,TensorFlow,ML,Basic
F5YB35O0AQT1,AWS,Cloud,Basic
F5YB35O0AQT1,GCP,Cloud,Basic
F5YB35O0AQT1,Azure,Cloud,Intermediate
SLO87TQGDST7,PyTorch,ML,Advanced
SLO87TQGDST7,TensorFlow,ML,Intermediate
SLO87TQGDST7,Scikit-learn,ML,Basic
SLO87TQGDST7,Python,Programming,Advanced
5VJ8QCNXHB9F,NLP,ML,Basic
5VJ8QCNXHB9F,Computer Vision,ML,Advanced
5VJ8QCNXHB9F,R,Programming,Intermediate
5VJ8QCNXHB9F,GCP,Cloud,Advanced
335MR83DE2NG,PyTorch,ML,Intermediate
335MR83DE2NG,TensorFlow,ML,Basic
335MR83DE2NG,Azure,Cloud,Basic
335MR83DE2NG,Computer Vision,ML,Advanced
335MR83DE2NG,GCP,Cloud,Advanced
335MR83DE2NG,NLP,ML,Basic
UC6JZMNRPNUZ,Python,Programming,Basic
UC6JZMNRPNUZ,TensorFlow,ML,Basic
UC6JZMNRPNUZ,Computer Vision,ML,Intermediate
UC6JZMNRPNUZ,SQL,Programming,Basic
UC6JZMNRPNUZ,GCP,Cloud,Basic
UC6JZMNRPNUZ,Azure,Cloud,Intermediate
EI9YRJW8MM5W,Python,Programming,Intermediate
EI9YRJW8MM5W,SQL,Programming,Basic
EI9YRJW8MM5W,TensorFlow,ML,Advanced
EI9YRJW8MM5W,NLP,ML,Advanced
EI9YRJW8MM5W,Computer Vision,ML,Advanced
8QONIH004Y63,Azure,Cloud,Basic
8QONIH004Y63,R,Programming,Advanced
8QONIH004Y63,PyTorch,ML,Intermediate
8QONIH004Y63,TensorFlow,ML,Intermediate
8QONIH004Y63,NLP,ML,Basic
8QONIH004Y63,Scikit-learn,ML,Basic
E9F1A2WYHB3P,AWS,Cloud,Advanced
E9F1A2WYHB3P,Computer Vision,ML,Intermediate
E9F1A2WYHB3P,Azure,Cloud,Basic
E9F1A2WYHB3P,NLP,ML,Basic
E9F1A2WYHB3P,Scikit-learn,ML,Basic
E9F1A2WYHB3P,SQL,Programming,Advanced
745IBB5BYJB3,R,Programming,Intermediate
745IBB5BYJB3,Azure,Cloud,Advanced
745IBB5BYJB3,NLP,ML,Basic
745IBB5BYJB3,Python,Programming,Advanced
745IBB5BYJB3,GCP,Cloud,Basic
MATVHYGQZT36,TensorFlow,ML,Basic
MATVHYGQZT36,Computer Vision,ML,Advanced
MATVHYGQZT36,PyTorch,ML,Intermediate
MATVHYGQZT36,AWS,Cloud,Advanced
T5A1O3ZMROLU,Azure,Cloud,Basic
T5A1O3ZMROLU,AWS,Cloud,Advanced
T5A1O3ZMROLU,GCP,Cloud,Basic
T5A1O3ZMROLU,PyTorch,ML,Advanced
T5A1O3ZMROLU,Python,Programming,Advanced
51MIQUY5CCBS,PyTorch,ML,Advanced
51MIQUY5CCBS,TensorFlow,ML,Basic
51MIQUY5CCBS,Scikit-learn,ML,Intermediate
XJJUKQ22TS2O,Azure,Cloud,Intermediate
XJJUKQ22TS2O,R,Programming,Basic
XJJUKQ22TS2O,AWS,Cloud,Advanced
XJJUKQ22TS2O,Scikit-learn,ML,Advanced
DOQSO9OC7ZOF,Azure,Cloud,Advanced
DOQSO9OC7ZOF,NLP,ML,Advanced
DOQSO9OC7ZOF,R,Programming,Basic
DOQSO9OC7ZOF,GCP,Cloud,Intermediate
O3MZ4VQHBKNH,Computer Vision,ML,Basic
O3MZ4VQHBKNH,NLP,ML,Advanced
O3MZ4VQHBKNH,SQL,Programming,Intermediate
O3MZ4VQHBKNH,Azure,Cloud,Intermediate
O3MZ4VQHBKNH,AWS,Cloud,Intermediate
FCWYS8KDC885,AWS,Cloud,Advanced
FCWYS8KDC885,Azure,Cloud,Advanced
FCWYS8KDC885,SQL,Programming,Basic
FCWYS8KDC885,Scikit-learn,ML,Intermediate
ZXGZF8LCRO2P,TensorFlow,ML,Advanced
ZXGZF8LCRO2P,NLP,ML,Basic
ZXGZF8LCRO2P,Python,Programming,Advanced
ZXGZF8LCRO2P,R,Programming,Basic
ZXGZF8LCRO2P,PyTorch,ML,Intermediate
ZQC7XV9RHYKX,TensorFlow,ML,Intermediate
ZQC7XV9RHYKX,Azure,Cloud,Basic
ZQC7XV9RHYKX,AWS,Cloud,Advanced
HLGEMJ9PJPIC,TensorFlow,ML,Basic
HLGEMJ9PJPIC,SQL,Programming,Advanced
HLGEMJ9PJPIC,GCP,Cloud,Advanced
HLGEMJ9PJPIC,R,Programming,Basic
HLGEMJ9PJPIC,PyTorch,ML,Intermediate
SGC06L8ZG6ML,Python,Programming,Advanced
SGC06L8ZG6ML,Computer Vision,ML,Basic
SGC06L8ZG6ML,PyTorch,ML,Basic
SGC06L8ZG6ML,R,Programming,Basic
SGC06L8ZG6ML,SQL,Programming,Advanced
SGC06L8ZG6ML,Azure,Cloud,Advanced
AN7KNMSHOQFU,Azure,Cloud,Advanced
AN7KNMSHOQFU,TensorFlow,ML,Basic
AN7KNMSHOQFU,PyTorch,ML,Advanced
AN7KNMSHOQFU,AWS,Cloud,Advanced
AN7KNMSHOQFU,R,Programming,Basic
ZONUABWM15GM,Python,Programming,Basic
ZONUABWM15GM,PyTorch,ML,Advanced
ZONUABWM15GM,R,Programming,Intermediate
ZONUABWM15GM,NLP,ML,Intermediate
851P28XAWRJF,Computer Vision,ML,Basic
851P28XAWRJF,SQL,Programming,Basic
851P28XAWRJF,R,Programming,Advanced
851P28XAWRJF,NLP,ML,Basic
851P28XAWRJF,AWS,Cloud,Advanced
U9VP0SC7SV71,GCP,Cloud,Basic
U9VP0SC7SV71,R,Programming,Basic
U9VP0SC7SV71,AWS,Cloud,Advanced
U9VP0SC7SV71,Computer Vision,ML,Advanced
WL1RDAS12Q31,SQL,Programming,Advanced
WL1RDAS12Q31,NLP,ML,Advanced
WL1RDAS12Q31,TensorFlow,ML,Advanced
HWUWOSYLROIA,Computer Vision,ML,Basic
HWUWOSYLROIA,TensorFlow,ML,Intermediate
HWUWOSYLROIA,NLP,ML,Advanced
HWUWOSYLROIA,PyTorch,ML,Advanced
DL9U16KQ8N3Q,Scikit-learn,ML,Basic
DL9U16KQ8N3Q,GCP,Cloud,Intermediate
DL9U16KQ8N3Q,Computer Vision,ML,Advanced
DL9U16KQ8N3Q,Python,Programming,Advanced
MPYDKOXZDOSV,Azure,Cloud,Advanced
MPYDKOXZDOSV,AWS,Cloud,Intermediate
MPYDKOXZDOSV,SQL,Programming,Intermediate
TLWJ0GDECF77,R,Programming,Basic
TLWJ0GDECF77,PyTorch,ML,Advanced
TLWJ0GDECF77,AWS,Cloud,Intermediate
TLWJ0GDECF77,NLP,ML,Advanced
D0BCQKJU9YUD,PyTorch,ML,Intermediate
D0BCQKJU9YUD,NLP,ML,Basic
D0BCQKJU9YUD,Computer Vision,ML,Basic
D0BCQKJU9YUD,SQL,Programming,Basic
J2TJ20SARVQX,R,Programming,Intermediate
J2TJ20SARVQX,SQL,Programming,Basic
J2TJ20SARVQX,AWS,Cloud,Advanced
JYYCGWDL2KOV,PyTorch,ML,Intermediate
JYYCGWDL2KOV,AWS,Cloud,Intermediate
JYYCGWDL2KOV,NLP,ML,Intermediate
21ZZSPA57I3K,PyTorch,ML,Intermediate
21ZZSPA57I3K,TensorFlow,ML,Intermediate
21ZZSPA57I3K,AWS,Cloud,Advanced
21ZZSPA57I3K,GCP,Cloud,Intermediate
6AHS9O4S8UK7,Scikit-learn,ML,Intermediate
6AHS9O4S8UK7,Python,Programming,Intermediate
6AHS9O4S8UK7,AWS,Cloud,Basic
6AHS9O4S8UK7,Computer Vision,ML,Basic
6AHS9O4S8UK7,GCP,Cloud,Intermediate
6WKYYK9VJQCI,SQL,Programming,Intermediate
6WKYYK9VJQCI,TensorFlow,ML,Intermediate
6WKYYK9VJQCI,Python,Programming,Advanced
6WKYYK9VJQCI,AWS,Cloud,Basic
15ISAYAWVTPR,Azure,Cloud,Advanced
15ISAYAWVTPR,R,Programming,Advanced
15ISAYAWVTPR,NLP,ML,Basic
FGGETOA2LTH8,Python,Programming,Advanced
FGGETOA2LTH8,NLP,ML,Advanced
FGGETOA2LTH8,TensorFlow,ML,Advanced
FGGETOA2LTH8,PyTorch,ML,Intermediate
J654SU7YJTXJ,Computer Vision,ML,Advanced
J654SU7YJTXJ,AWS,Cloud,Intermediate
J654SU7YJTXJ,SQL,Programming,Advanced
J654SU7YJTXJ,TensorFlow,ML,Basic
19EVQBZ1OF6D,Computer Vision,ML,Intermediate
19EVQBZ1OF6D,Scikit-learn,ML,Basic
19EVQBZ1OF6D,SQL,Programming,Basic
2MMKQFBBJSVY,PyTorch,ML,Basic
2MMKQFBBJSVY,Scikit-learn,ML,Basic
2MMKQFBBJSVY,Python,Programming,Basic
4HHJ4NBH944F,Computer Vision,ML,Basic
4HHJ4NBH944F,Python,Programming,Basic
4HHJ4NBH944F,TensorFlow,ML,Intermediate
4HHJ4NBH944F,R,Programming,Intermediate
4HHJ4NBH944F,SQL,Programming,Advanced
4HHJ4NBH944F,Scikit-learn,ML,Basic
XQIPXRNSUPRD,AWS,Cloud,Advanced
XQIPXRNSUPRD,NLP,ML,Intermediate
XQIPXRNSUPRD,Computer Vision,ML,Basic
H1VBI09V82CP,AWS,Cloud,Advanced
H1VBI09V82CP,Azure,Cloud,Basic
H1VBI09V82CP,GCP,Cloud,Basic
H1VBI09V82CP,R,Programming,Intermediate
FYBVOKBUWFJE,PyTorch,ML,Intermediate
FYBVOKBUWFJE,Python,Programming,Intermediate
FYBVOKBUWFJE,Scikit-learn,ML,Advanced
FYBVOKBUWFJE,GCP,Cloud,Advanced
FYBVOKBUWFJE,R,Programming,Advanced
FYBVOKBUWFJE,AWS,Cloud,Basic
C4Y7CQWLOQKI,Azure,Cloud,Intermediate
C4Y7CQWLOQKI,AWS,Cloud,Basic
C4Y7CQWLOQKI,R,Programming,Basic
C4Y7CQWLOQKI,PyTorch,ML,Intermediate
REOWS4ZBAFK1,Scikit-learn,ML,Advanced
REOWS4ZBAFK1,SQL,Programming,Intermediate
REOWS4ZBAFK1,NLP,ML,Intermediate
REOWS4ZBAFK1,PyTorch,ML,Advanced
REOWS4ZBAFK1,Computer Vision,ML,Basic
REOWS4ZBAFK1,AWS,Cloud,Advanced
R92Z2A3WG1I7,GCP,Cloud,Basic
R92Z2A3WG1I7,Computer Vision,ML,Basic
R92Z2A3WG1I7,TensorFlow,ML,Basic
R92Z2A3WG1I7,AWS,Cloud,Basic
R92Z2A3WG1I7,PyTorch,ML,Advanced
FZNY2J6W90DW,TensorFlow,ML,Intermediate
FZNY2J6W90DW,PyTorch,ML,Basic
FZNY2J6W90DW,R,Programming,Intermediate
FZNY2J6W90DW,SQL,Programming,Advanced
U5RBV6I2X4O5,Azure,Cloud,Intermediate
U5RBV6I2X4O5,SQL,Programming,Intermediate
U5RBV6I2X4O5,TensorFlow,ML,Basic
U5RBV6I2X4O5,AWS,Cloud,Advanced
U5RBV6I2X4O5,PyTorch,ML,Basic
U5RBV6I2X4O5,R,Programming,Intermediate
661T4U61TRQN,R,Programming,Advanced
661T4U61TRQN,Python,Programming,Advanced
661T4U61TRQN,PyTorch,ML,Basic
661T4U61TRQN,TensorFlow,ML,Basic
661T4U61TRQN,Azure,Cloud,Basic
661T4U61TRQN,NLP,ML,Advanced
TCDJF2GMQADS,SQL,Programming,Advanced
TCDJF2GMQADS,Scikit-learn,ML,Basic
TCDJF2GMQADS,TensorFlow,ML,Advanced
TCDJF2GMQADS,PyTorch,ML,Advanced
EXR92R6NEM8R,NLP,ML,Advanced
EXR92R6NEM8R,SQL,Programming,Basic
EXR92R6NEM8R,Scikit-learn,ML,Advanced
SCMDMESR3KMA,Azure,Cloud,Intermediate
SCMDMESR3KMA,GCP,Cloud,Basic
SCMDMESR3KMA,Python,Programming,Advanced
SCMDMESR3KMA,SQL,Programming,Advanced
SCMDMESR3KMA,PyTorch,ML,Basic
JAQK0NL1HUWJ,PyTorch,ML,Advanced
JAQK0NL1HUWJ,AWS,Cloud,Advanced
JAQK0NL1HUWJ,Computer Vision,ML,Intermediate
CN8IFQ12PQQX,GCP,Cloud,Basic
CN8IFQ12PQQX,TensorFlow,ML,Intermediate
CN8IFQ12PQQX,SQL,Programming,Advanced
CN8IFQ12PQQX,Azure,Cloud,Intermediate
CN8IFQ12PQQX,AWS,Cloud,Advanced
CN8IFQ12PQQX,PyTorch,ML,Basic
L6K1CNTJX82V,GCP,Cloud,Advanced
L6K1CNTJX82V,R,Programming,Advanced
L6K1CNTJX82V,Azure,Cloud,Intermediate
L6K1CNTJX82V,TensorFlow,ML,Intermediate
L6K1CNTJX82V,Scikit-learn,ML,Intermediate
L6K1CNTJX82V,NLP,ML,Intermediate
DR1OAI3A7TC2,Scikit-learn,ML,Intermediate
DR1OAI3A7TC2,R,Programming,Advanced
DR1OAI3A7TC2,Python,Programming,Intermediate
DR1OAI3A7TC2,PyTorch,ML,Basic
DR1OAI3A7TC2,SQL,Programming,Advanced
EX2JFWYRCBF5,Scikit-learn,ML,Intermediate
EX2JFWYRCBF5,R,Programming,Basic
EX2JFWYRCBF5,PyTorch,ML,Intermediate
EX2JFWYRCBF5,AWS,Cloud,Advanced
EX2JFWYRCBF5,Python,Programming,Basic
EX2JFWYRCBF5,NLP,ML,Basic
3FORJVR0HGL0,R,Programming,Basic
3FORJVR0HGL0,Scikit-learn,ML,Intermediate
3FORJVR0HGL0,GCP,Cloud,Basic
3FORJVR0HGL0,SQL,Programming,Intermediate
3FORJVR0HGL0,Azure,Cloud,Intermediate
KNXM8168P6Z4,AWS,Cloud,Intermediate
KNXM8168P6Z4,NLP,ML,Intermediate
KNXM8168P6Z4,Python,Programming,Intermediate
KNXM8168P6Z4,R,Programming,Advanced
LOONUUJ5YNHP,SQL,Programming,Advanced
LOONUUJ5YNHP,Azure,Cloud,Basic
LOONUUJ5YNHP,Python,Programming,Basic
LOONUUJ5YNHP,NLP,ML,Intermediate
LOONUUJ5YNHP,GCP,Cloud,Intermediate
LOONUUJ5YNHP,R,Programming,Basic
6TS1UVG9GCFO,R,Programming,Intermediate
6TS1UVG9GCFO,SQL,Programming,Advanced
6TS1UVG9GCFO,PyTorch,ML,Basic
6TS1UVG9GCFO,Computer Vision,ML,Intermediate
8NGL4DHLE8SK,Scikit-learn,ML,Advanced
8NGL4DHLE8SK,R,Programming,Basic
8NGL4DHLE8SK,Azure,Cloud,Intermediate
8NGL4DHLE8SK,Computer Vision,ML,Basic
8NGL4DHLE8SK,AWS,Cloud,Basic
8NGL4DHLE8SK,SQL,Programming,Basic
65MZCJGUCF1E,PyTorch,ML,Basic
65MZCJGUCF1E,Azure,Cloud,Advanced
65MZCJGUCF1E,Python,Programming,Intermediate
A8RVJWH9MHO6,Python,Programming,Basic
A8RVJWH9MHO6,PyTorch,ML,Basic
A8RVJWH9MHO6,NLP,ML,Basic
A8RVJWH9MHO6,R,Programming,Advanced
A8RVJWH9MHO6,TensorFlow,ML,Advanced
A8RVJWH9MHO6,Computer Vision,ML,Intermediate
NU48U3CFS990,Computer Vision,ML,Advanced
NU48U3CFS990,GCP,Cloud,Intermediate
NU48U3CFS990,PyTorch,ML,Advanced
KYW64YB5BQ5T,Python,Programming,Basic
KYW64YB5BQ5T,R,Programming,Advanced
KYW64YB5BQ5T,AWS,Cloud,Advanced
KYW64YB5BQ5T,SQL,Programming,Intermediate
KYW64YB5BQ5T,NLP,ML,Advanced
LEGW63X5GRN5,PyTorch,ML,Advanced
LEGW63X5GRN5,Python,Programming,Intermediate
LEGW63X5GRN5,Azure,Cloud,Advanced
LEGW63X5GRN5,Computer Vision,ML,Advanced
LEGW63X5GRN5,SQL,Programming,Intermediate
UTL2QPINYSU8,R,Programming,Advanced
UTL2QPINYSU8,Python,Programming,Intermediate
UTL2QPINYSU8,Azure,Cloud,Intermediate
UTL2QPINYSU8,NLP,ML,Intermediate
UTL2QPINYSU8,Computer Vision,ML,Intermediate
UTL2QPINYSU8,SQL,Programming,Intermediate
5BAVOTVZG86D,Azure,Cloud,Basic
5BAVOTVZG86D,SQL,Programming,Intermediate
5BAVOTVZG86D,R,Programming,Basic
5BAVOTVZG86D,Python,Programming,Advanced
5BAVOTVZG86D,PyTorch,ML,Advanced
5BAVOTVZG86D,NLP,ML,Advanced
1WKVU4BHZG8E,Computer Vision,ML,Intermediate
1WKVU4BHZG8E,Scikit-learn,ML,Advanced
1WKVU4BHZG8E,GCP,Cloud,Intermediate
JYGC7NLXLSUC,AWS,Cloud,Advanced
JYGC7NLXLSUC,Computer Vision,ML,Advanced
JYGC7NLXLSUC,Azure,Cloud,Basic
ZEV96CRK7SOO,R,Programming,Advanced
ZEV96CRK7SOO,AWS,Cloud,Advanced
ZEV96CRK7SOO,Azure,Cloud,Basic
84IYDNGPP55B,TensorFlow,ML,Advanced
84IYDNGPP55B,Scikit-learn,ML,Intermediate
84IYDNGPP55B,R,Programming,Basic
84IYDNGPP55B,Azure,Cloud,Basic
1PBTVR9SL5VX,Python,Programming,Advanced
1PBTVR9SL5VX,Azure,Cloud,Basic
1PBTVR9SL5VX,GCP,Cloud,Basic
1PBTVR9SL5VX,PyTorch,ML,Intermediate
1PBTVR9SL5VX,Computer Vision,ML,Intermediate
1PBTVR9SL5VX,Scikit-learn,ML,Advanced
OCU86TKKR2DX,Scikit-learn,ML,Intermediate
OCU86TKKR2DX,PyTorch,ML,Advanced
OCU86TKKR2DX,Computer Vision,ML,Advanced
B120TSGTNO1Z,AWS,Cloud,Advanced
B120TSGTNO1Z,Computer Vision,ML,Advanced
B120TSGTNO1Z,Azure,Cloud,Advanced
RBDX39FO1UCC,Python,Programming,Intermediate
RBDX39FO1UCC,PyTorch,ML,Advanced
RBDX39FO1UCC,R,Programming,Intermediate
RBDX39FO1UCC,Computer Vision,ML,Intermediate
O3P1JZOOYWUH,TensorFlow,ML,Intermediate
O3P1JZOOYWUH,NLP,ML,Intermediate
O3P1JZOOYWUH,Scikit-learn,ML,Intermediate
0IXJIF4S7YS7,SQL,Programming,Basic
0IXJIF4S7YS7,PyTorch,ML,Intermediate
0IXJIF4S7YS7,GCP,Cloud,Advanced
RQZDUA47AA60,AWS,Cloud,Intermediate
RQZDUA47AA60,SQL,Programming,Advanced
RQZDUA47AA60,NLP,ML,Advanced
RQZDUA47AA60,R,Programming,Intermediate
RQZDUA47AA60,Scikit-learn,ML,Intermediate
8NQ99FR8QOOE,TensorFlow,ML,Basic
8NQ99FR8QOOE,Python,Programming,Intermediate
8NQ99FR8QOOE,Scikit-learn,ML,Intermediate
3B15BP16LAH9,GCP,Cloud,Intermediate
3B15BP16LAH9,Scikit-learn,ML,Advanced
3B15BP16LAH9,AWS,Cloud,Advanced
3B15BP16LAH9,TensorFlow,ML,Basic
3B15BP16LAH9,SQL,Programming,Advanced
DEHELYJRG4KW,TensorFlow,ML,Intermediate
DEHELYJRG4KW,Scikit-learn,ML,Intermediate
DEHELYJRG4KW,PyTorch,ML,Advanced
DEHELYJRG4KW,R,Programming,Intermediate
0ZTUG8VQ5GXQ,Azure,Cloud,Advanced
0ZTUG8VQ5GXQ,PyTorch,ML,Advanced
0ZTUG8VQ5GXQ,Python,Programming,Intermediate
0ZTUG8VQ5GXQ,NLP,ML,Basic
0ZTUG8VQ5GXQ,Computer Vision,ML,Basic
NMXAFXYUC7VV,AWS,Cloud,Basic
NMXAFXYUC7VV,PyTorch,ML,Basic
NMXAFXYUC7VV,TensorFlow,ML,Basic
NMXAFXYUC7VV,GCP,Cloud,Basic
1NJ0C2WKJYVD,GCP,Cloud,Intermediate
1NJ0C2WKJYVD,TensorFlow,ML,Intermediate
1NJ0C2WKJYVD,Azure,Cloud,Advanced
1NJ0C2WKJYVD,Computer Vision,ML,Basic
1NJ0C2WKJYVD,Python,Programming,Intermediate
1NJ0C2WKJYVD,NLP,ML,Basic
RWC4WAKEF72A,PyTorch,ML,Basic
RWC4WAKEF72A,Azure,Cloud,Basic
RWC4WAKEF72A,Python,Programming,Advanced
RWC4WAKEF72A,NLP,ML,Intermediate
6STLGYLPZNFF,Scikit-learn,ML,Intermediate
6STLGYLPZNFF,Azure,Cloud,Intermediate
6STLGYLPZNFF,R,Programming,Intermediate
6STLGYLPZNFF,AWS,Cloud,Intermediate
6STLGYLPZNFF,GCP,Cloud,Basic
6STLGYLPZNFF,Computer Vision,ML,Intermediate
M5RVFH5X14QA,Azure,Cloud,Intermediate
M5RVFH5X14QA,PyTorch,ML,Intermediate
M5RVFH5X14QA,Python,Programming,Basic
M5RVFH5X14QA,TensorFlow,ML,Advanced
M5RVFH5X14QA,Scikit-learn,ML,Basic
M5RVFH5X14QA,Computer Vision,ML,Intermediate
GU6YXMQNEKRB,AWS,Cloud,Intermediate
GU6YXMQNEKRB,Scikit-learn,ML,Intermediate
GU6YXMQNEKRB,Python,Programming,Advanced
GU6YXMQNEKRB,R,Programming,Advanced
NHF4LUF31FEC,AWS,Cloud,Intermediate
NHF4LUF31FEC,Scikit-learn,ML,Basic
NHF4LUF31FEC,PyTorch,ML,Advanced
NHF4LUF31FEC,NLP,ML,Basic
NHF4LUF31FEC,Python,Programming,Basic
NHF4LUF31FEC,Computer Vision,ML,Intermediate
4C6OPN2BT290,R,Programming,Basic
4C6OPN2BT290,GCP,Cloud,Advanced
4C6OPN2BT290,NLP,ML,Intermediate
4C6OPN2BT290,AWS,Cloud,Advanced
4C6OPN2BT290,TensorFlow,ML,Basic
WQWVJNBCHUJ6,NLP,ML,Basic
WQWVJNBCHUJ6,Scikit-learn,ML,Intermediate
WQWVJNBCHUJ6,GCP,Cloud,Advanced
WQWVJNBCHUJ6,Computer Vision,ML,Intermediate
0MJ0876024P4,GCP,Cloud,Intermediate
0MJ0876024P4,NLP,ML,Intermediate
0MJ0876024P4,PyTorch,ML,Advanced
0MJ0876024P4,Azure,Cloud,Basic
8QA4WHOOBR88,PyTorch,ML,Advanced
8QA4WHOOBR88,R,Programming,Advanced
8QA4WHOOBR88,Python,Programming,Intermediate
7SY3SZ50AIST,NLP,ML,Advanced
7SY3SZ50AIST,Scikit-learn,ML,Intermediate
7SY3SZ50AIST,SQL,Programming,Intermediate
7SY3SZ50AIST,Computer Vision,ML,Basic
7SY3SZ50AIST,Python,Programming,Basic
7SY3SZ50AIST,AWS,Cloud,Basic
3E7JJHNBT3V2,Scikit-learn,ML,Advanced
3E7JJHNBT3V2,Python,Programming,Basic
3E7JJHNBT3V2,NLP,ML,Advanced
5OKSNSKFGQOM,GCP,Cloud,Basic
5OKSNSKFGQOM,TensorFlow,ML,Intermediate
5OKSNSKFGQOM,SQL,Programming,Intermediate
5OKSNSKFGQOM,Computer Vision,ML,Intermediate
5OKSNSKFGQOM,Python,Programming,Intermediate
RAVFMZ3LK41G,Computer Vision,ML,Basic
RAVFMZ3LK41G,SQL,Programming,Basic
RAVFMZ3LK41G,NLP,ML,Advanced
RAVFMZ3LK41G,PyTorch,ML,Advanced
